SampleID,Site,Treatment,HeadSpace_Ht_cm,soil_pH_water_airdried,DryMass_SoilOnly_g,DryMass_NONsoil_ALL_g,VolumeSoil_cm3,rownum,TREATMENT_PHASE,sequence_valve,Picarro_start,Picarro_stop,Total_core_mass_pot_pie_pans_g,Additional_Wt_toRemove,picarro_records
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,129,FIELD_MOIST_INCUBATION,15,2017-07-03T20:56:00Z,2017-07-04T17:59:00Z,491.9,NA,215
D11,DWP,sat_II,0,4.62,432.75,74.55,335.5,190,SATURATION_INCUBATION,3,2017-07-04T18:55:00Z,2017-07-05T17:09:00Z,608.21,NA,230
D12,DWP,sat_II,0,4.67,392.66,92.15,331.5,191,SATURATION_INCUBATION,5,2017-07-04T18:55:00Z,2017-07-05T17:09:00Z,607.26,NA,230
D13,DWP,sat_II,1,4.45,352.08,68.65,297.9,192,SATURATION_INCUBATION,7,2017-07-04T18:55:00Z,2017-07-05T17:09:00Z,542.5,NA,230
D14,DWP,sat_II,0.5,4.495,362.82,68.45,318.7,193,SATURATION_INCUBATION,8,2017-07-04T18:55:00Z,2017-07-05T17:09:00Z,556.94,NA,230
D15,DWP,sat_II,0.5,4.5,296.56,74.65,315.7,194,SATURATION_INCUBATION,15,2017-07-04T18:55:00Z,2017-07-05T17:09:00Z,510.96,NA,230
D21,DWP,drought,0,4.755,431.48,88.15,331.5,36,DROUGHT_PRE_INCUBATION,3,2017-07-05T18:44:00Z,2017-07-06T15:19:00Z,513.11,NA,212
D22,DWP,drought,0,5.575,421.19,81.85,332.5,37,DROUGHT_PRE_INCUBATION,5,2017-07-05T18:44:00Z,2017-07-06T15:19:00Z,496.66,NA,212
D23,DWP,drought,0,4.955,404.84,76.75,344.5,38,DROUGHT_PRE_INCUBATION,7,2017-07-05T18:44:00Z,2017-07-06T15:19:00Z,489.67,NA,212
D24,DWP,drought,0,4.78,307.07,78.85,340.5,39,DROUGHT_PRE_INCUBATION,8,2017-07-05T18:44:00Z,2017-07-06T15:19:00Z,376.7,NA,212
D25,DWP,drought,0,4.88,330.76,85.65,327.5,40,DROUGHT_PRE_INCUBATION,15,2017-07-05T18:44:00Z,2017-07-06T15:19:00Z,413.96,NA,212
D16,DWP,field_moist,NA,NA,NA,NA,NA,130,FIELD_MOIST_INCUBATION,3,2017-07-07T21:27:00Z,2017-07-09T18:43:00Z,604.39,NA,468
D17,DWP,field_moist,1,4.765,318.25,78.25,291.9,131,FIELD_MOIST_INCUBATION,5,2017-07-07T21:27:00Z,2017-07-09T18:43:00Z,444,NA,468
D18,DWP,field_moist,0,4.705,461.79,79.55,336.5,132,FIELD_MOIST_INCUBATION,7,2017-07-07T21:27:00Z,2017-07-09T18:43:00Z,567.14,NA,468
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,133,FIELD_MOIST_INCUBATION,8,2017-07-07T21:27:00Z,2017-07-09T18:43:00Z,NA,NA,468
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,134,FIELD_MOIST_INCUBATION,15,2017-07-07T21:27:00Z,2017-07-09T18:43:00Z,491.56,NA,468
D21,DWP,drought,0,4.755,431.48,88.15,331.5,41,DROUGHT_PRE_INCUBATION,3,2017-07-10T17:12:00Z,2017-07-10T22:13:00Z,510.62,NA,51
D22,DWP,drought,0,5.575,421.19,81.85,332.5,42,DROUGHT_PRE_INCUBATION,5,2017-07-10T17:12:00Z,2017-07-10T22:13:00Z,494.34,NA,51
D23,DWP,drought,0,4.955,404.84,76.75,344.5,43,DROUGHT_PRE_INCUBATION,7,2017-07-10T17:12:00Z,2017-07-10T22:13:00Z,478.63,NA,51
D24,DWP,drought,0,4.78,307.07,78.85,340.5,44,DROUGHT_PRE_INCUBATION,8,2017-07-10T17:12:00Z,2017-07-10T22:13:00Z,374.52,NA,51
D25,DWP,drought,0,4.88,330.76,85.65,327.5,45,DROUGHT_PRE_INCUBATION,15,2017-07-10T17:12:00Z,2017-07-10T22:13:00Z,410.94,NA,51
D11,DWP,sat_II,0,4.62,432.75,74.55,335.5,195,SATURATION_INCUBATION,3,2017-07-10T23:12:00Z,2017-07-11T17:02:00Z,607.54,NA,185
D12,DWP,sat_II,0,4.67,392.66,92.15,331.5,196,SATURATION_INCUBATION,5,2017-07-10T23:12:00Z,2017-07-11T17:02:00Z,606.66,NA,185
D13,DWP,sat_II,1,4.45,352.08,68.65,297.9,197,SATURATION_INCUBATION,7,2017-07-10T23:12:00Z,2017-07-11T17:02:00Z,542.48,NA,185
D14,DWP,sat_II,0.5,4.495,362.82,68.45,318.7,198,SATURATION_INCUBATION,8,2017-07-10T23:12:00Z,2017-07-11T17:02:00Z,556.46,NA,185
D15,DWP,sat_II,0.5,4.5,296.56,74.65,315.7,199,SATURATION_INCUBATION,15,2017-07-10T23:12:00Z,2017-07-11T17:02:00Z,510.32,NA,185
D16,DWP,field_moist,NA,NA,NA,NA,NA,135,FIELD_MOIST_INCUBATION,3,2017-07-12T18:00:00Z,2017-07-12T23:00:00Z,603.53,NA,52
D17,DWP,field_moist,1,4.765,318.25,78.25,291.9,136,FIELD_MOIST_INCUBATION,5,2017-07-12T18:00:00Z,2017-07-12T23:00:00Z,440.06,NA,52
D18,DWP,field_moist,0,4.705,461.79,79.55,336.5,137,FIELD_MOIST_INCUBATION,7,2017-07-12T18:00:00Z,2017-07-12T23:00:00Z,567.28,NA,52
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,138,FIELD_MOIST_INCUBATION,8,2017-07-12T18:00:00Z,2017-07-12T23:00:00Z,NA,NA,52
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,139,FIELD_MOIST_INCUBATION,15,2017-07-12T18:00:00Z,2017-07-12T23:00:00Z,491.43,NA,52
D21,DWP,drought,0,4.755,431.48,88.15,331.5,46,DROUGHT_PRE_INCUBATION,3,2017-07-13T00:00:00Z,2017-07-13T15:45:00Z,509.45,NA,165
D22,DWP,drought,0,5.575,421.19,81.85,332.5,47,DROUGHT_PRE_INCUBATION,5,2017-07-13T00:00:00Z,2017-07-13T15:45:00Z,493.23,NA,165
D23,DWP,drought,0,4.955,404.84,76.75,344.5,48,DROUGHT_PRE_INCUBATION,7,2017-07-13T00:00:00Z,2017-07-13T15:45:00Z,476.78,NA,165
D24,DWP,drought,0,4.78,307.07,78.85,340.5,49,DROUGHT_PRE_INCUBATION,8,2017-07-13T00:00:00Z,2017-07-13T15:45:00Z,373.51,NA,165
D25,DWP,drought,0,4.88,330.76,85.65,327.5,50,DROUGHT_PRE_INCUBATION,15,2017-07-13T00:00:00Z,2017-07-13T15:45:00Z,409.44,NA,165
D11,DWP,sat_II,0,4.62,432.75,74.55,335.5,200,SATURATION_INCUBATION,3,2017-07-15T17:30:00Z,2017-07-16T16:00:00Z,619.7,NA,233
D12,DWP,sat_II,0,4.67,392.66,92.15,331.5,201,SATURATION_INCUBATION,5,2017-07-15T17:30:00Z,2017-07-16T16:00:00Z,645.78,NA,233
D13,DWP,sat_II,1,4.45,352.08,68.65,297.9,202,SATURATION_INCUBATION,7,2017-07-15T17:30:00Z,2017-07-16T16:00:00Z,569.53,NA,233
D14,DWP,sat_II,0.5,4.495,362.82,68.45,318.7,203,SATURATION_INCUBATION,8,2017-07-15T17:30:00Z,2017-07-16T16:00:00Z,571.09,NA,233
D15,DWP,sat_II,0.5,4.5,296.56,74.65,315.7,204,SATURATION_INCUBATION,15,2017-07-15T17:30:00Z,2017-07-16T16:00:00Z,532.51,NA,233
D16,DWP,field_moist,NA,NA,NA,NA,NA,140,FIELD_MOIST_INCUBATION,3,2017-07-16T23:00:00Z,2017-07-17T15:00:00Z,602.08,NA,166
D17,DWP,field_moist,1,4.765,318.25,78.25,291.9,141,FIELD_MOIST_INCUBATION,5,2017-07-16T23:00:00Z,2017-07-17T15:00:00Z,477.74,NA,166
D18,DWP,field_moist,0,4.705,461.79,79.55,336.5,142,FIELD_MOIST_INCUBATION,7,2017-07-16T23:00:00Z,2017-07-17T15:00:00Z,564.75,NA,166
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,143,FIELD_MOIST_INCUBATION,8,2017-07-16T23:00:00Z,2017-07-17T15:00:00Z,581.13,NA,166
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,144,FIELD_MOIST_INCUBATION,15,2017-07-16T23:00:00Z,2017-07-17T15:00:00Z,505.82,NA,166
D21,DWP,drought,0,4.755,431.48,88.15,331.5,51,DROUGHT_PRE_INCUBATION,3,2017-07-17T17:00:00Z,2017-07-18T01:00:00Z,507.26,NA,82
D22,DWP,drought,0,5.575,421.19,81.85,332.5,52,DROUGHT_PRE_INCUBATION,5,2017-07-17T17:00:00Z,2017-07-18T01:00:00Z,491.38,NA,82
D23,DWP,drought,0,4.955,404.84,76.75,344.5,53,DROUGHT_PRE_INCUBATION,7,2017-07-17T17:00:00Z,2017-07-18T01:00:00Z,473.66,NA,82
D24,DWP,drought,0,4.78,307.07,78.85,340.5,54,DROUGHT_PRE_INCUBATION,8,2017-07-17T17:00:00Z,2017-07-18T01:00:00Z,372.46,NA,82
D25,DWP,drought,0,4.88,330.76,85.65,327.5,55,DROUGHT_PRE_INCUBATION,15,2017-07-17T17:00:00Z,2017-07-18T01:00:00Z,406.78,NA,82
D16,DWP,field_moist,NA,NA,NA,NA,NA,145,FIELD_MOIST_INCUBATION,3,2017-07-19T01:00:00Z,2017-07-19T15:00:00Z,601.01,NA,145
D17,DWP,field_moist,1,4.765,318.25,78.25,291.9,146,FIELD_MOIST_INCUBATION,5,2017-07-19T01:00:00Z,2017-07-19T15:00:00Z,450.39,NA,145
D18,DWP,field_moist,0,4.705,461.79,79.55,336.5,147,FIELD_MOIST_INCUBATION,7,2017-07-19T01:00:00Z,2017-07-19T15:00:00Z,563.91,NA,145
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,148,FIELD_MOIST_INCUBATION,8,2017-07-19T01:00:00Z,2017-07-19T15:00:00Z,579.57,NA,145
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,149,FIELD_MOIST_INCUBATION,15,2017-07-19T01:00:00Z,2017-07-19T15:00:00Z,507.02,NA,145
D21,DWP,drought,0,4.755,431.48,88.15,331.5,56,DROUGHT_PRE_INCUBATION,3,2017-07-20T19:00:00Z,2017-07-21T01:00:00Z,506.02,NA,63
D22,DWP,drought,0,5.575,421.19,81.85,332.5,57,DROUGHT_PRE_INCUBATION,5,2017-07-20T19:00:00Z,2017-07-21T01:00:00Z,490.44,NA,63
D23,DWP,drought,0,4.955,404.84,76.75,344.5,58,DROUGHT_PRE_INCUBATION,7,2017-07-20T19:00:00Z,2017-07-21T01:00:00Z,472.14,NA,63
D24,DWP,drought,0,4.78,307.07,78.85,340.5,59,DROUGHT_PRE_INCUBATION,8,2017-07-20T19:00:00Z,2017-07-21T01:00:00Z,372.37,NA,63
D25,DWP,drought,0,4.88,330.76,85.65,327.5,60,DROUGHT_PRE_INCUBATION,15,2017-07-20T19:00:00Z,2017-07-21T01:00:00Z,405.35,NA,63
D16,DWP,field_moist,NA,NA,NA,NA,NA,150,FIELD_MOIST_INCUBATION,3,2017-07-21T19:00:00Z,2017-07-22T00:00:00Z,603.73,NA,50
D17,DWP,field_moist,1,4.765,318.25,78.25,291.9,151,FIELD_MOIST_INCUBATION,5,2017-07-21T19:00:00Z,2017-07-22T00:00:00Z,435.57,NA,50
D18,DWP,field_moist,0,4.705,461.79,79.55,336.5,152,FIELD_MOIST_INCUBATION,7,2017-07-21T19:00:00Z,2017-07-22T00:00:00Z,567.6,NA,50
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,153,FIELD_MOIST_INCUBATION,8,2017-07-21T19:00:00Z,2017-07-22T00:00:00Z,579.92,NA,50
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,154,FIELD_MOIST_INCUBATION,15,2017-07-21T19:00:00Z,2017-07-22T00:00:00Z,492.28,NA,50
D21,DWP,drought,0,4.755,431.48,88.15,331.5,61,DROUGHT_PRE_INCUBATION,3,2017-07-22T21:00:00Z,2017-07-23T05:00:00Z,505.34,NA,84
D22,DWP,drought,0,5.575,421.19,81.85,332.5,62,DROUGHT_PRE_INCUBATION,5,2017-07-22T21:00:00Z,2017-07-23T05:00:00Z,490.42,NA,84
D23,DWP,drought,0,4.955,404.84,76.75,344.5,63,DROUGHT_PRE_INCUBATION,7,2017-07-22T21:00:00Z,2017-07-23T05:00:00Z,471.26,NA,84
D24,DWP,drought,0,4.78,307.07,78.85,340.5,64,DROUGHT_PRE_INCUBATION,8,2017-07-22T21:00:00Z,2017-07-23T05:00:00Z,372.34,NA,84
D25,DWP,drought,0,4.88,330.76,85.65,327.5,65,DROUGHT_PRE_INCUBATION,15,2017-07-22T21:00:00Z,2017-07-23T05:00:00Z,404.59,NA,84
D16,DWP,field_moist,NA,NA,NA,NA,NA,155,FIELD_MOIST_SATURATION,3,2017-07-24T00:15:00Z,2017-07-24T15:30:00Z,681.79,10,159
D17,DWP,field_moist,1,4.765,318.25,78.25,291.9,156,FIELD_MOIST_SATURATION,5,2017-07-24T00:15:00Z,2017-07-24T15:30:00Z,562.95,10,159
D18,DWP,field_moist,0,4.705,461.79,79.55,336.5,157,FIELD_MOIST_SATURATION,1,2017-07-24T00:15:00Z,2017-07-24T15:30:00Z,693.49,10,159
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,158,FIELD_MOIST_SATURATION,8,2017-07-24T00:15:00Z,2017-07-24T15:30:00Z,660.07,10,159
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,159,FIELD_MOIST_SATURATION,15,2017-07-24T00:15:00Z,2017-07-24T15:30:00Z,491.52,10,159
D21,DWP,drought,0,4.755,431.48,88.15,331.5,66,DROUGHT_INCUBATION,3,2017-07-25T16:40:00Z,2017-07-26T00:00:00Z,504.61,NA,75
D22,DWP,drought,0,5.575,421.19,81.85,332.5,67,DROUGHT_INCUBATION,5,2017-07-25T16:40:00Z,2017-07-26T00:00:00Z,489.93,NA,75
D23,DWP,drought,0,4.955,404.84,76.75,344.5,68,DROUGHT_INCUBATION,1,2017-07-25T16:40:00Z,2017-07-26T00:00:00Z,470.1,NA,75
D24,DWP,drought,0,4.78,307.07,78.85,340.5,69,DROUGHT_INCUBATION,8,2017-07-25T16:40:00Z,2017-07-26T00:00:00Z,372.31,NA,75
D25,DWP,drought,0,4.88,330.76,85.65,327.5,70,DROUGHT_INCUBATION,15,2017-07-25T16:40:00Z,2017-07-26T00:00:00Z,403.45,NA,75
D21,DWP,drought,0,4.755,431.48,88.15,331.5,71,DROUGHT_INCUBATION,3,2017-07-28T21:00:00Z,2017-07-29T15:00:00Z,504.4,NA,187
D22,DWP,drought,0,5.575,421.19,81.85,332.5,72,DROUGHT_INCUBATION,5,2017-07-28T21:00:00Z,2017-07-29T15:00:00Z,489.97,NA,187
D23,DWP,drought,0,4.955,404.84,76.75,344.5,73,DROUGHT_INCUBATION,1,2017-07-28T21:00:00Z,2017-07-29T15:00:00Z,469.15,NA,187
D24,DWP,drought,0,4.78,307.07,78.85,340.5,74,DROUGHT_INCUBATION,8,2017-07-28T21:00:00Z,2017-07-29T15:00:00Z,372.39,NA,187
D25,DWP,drought,0,4.88,330.76,85.65,327.5,75,DROUGHT_INCUBATION,15,2017-07-28T21:00:00Z,2017-07-29T15:00:00Z,402.88,NA,187
D21,DWP,drought,0,4.755,431.48,88.15,331.5,76,DROUGHT_INCUBATION,3,2017-08-01T17:00:00Z,2017-08-02T01:00:00Z,504.19,NA,83
D22,DWP,drought,0,5.575,421.19,81.85,332.5,77,DROUGHT_INCUBATION,5,2017-08-01T17:00:00Z,2017-08-02T01:00:00Z,489.78,NA,83
D23,DWP,drought,0,4.955,404.84,76.75,344.5,78,DROUGHT_INCUBATION,1,2017-08-01T17:00:00Z,2017-08-02T01:00:00Z,468.26,NA,83
D24,DWP,drought,0,4.78,307.07,78.85,340.5,79,DROUGHT_INCUBATION,8,2017-08-01T17:00:00Z,2017-08-02T01:00:00Z,372.26,NA,83
D25,DWP,drought,0,4.88,330.76,85.65,327.5,80,DROUGHT_INCUBATION,15,2017-08-01T17:00:00Z,2017-08-02T01:00:00Z,402.49,NA,83
D21,DWP,drought,0,4.755,431.48,88.15,331.5,81,DROUGHT_INCUBATION,3,2017-08-04T17:00:00Z,2017-08-04T22:00:00Z,504.21,NA,0
D22,DWP,drought,0,5.575,421.19,81.85,332.5,82,DROUGHT_INCUBATION,5,2017-08-04T17:00:00Z,2017-08-04T22:00:00Z,489.91,NA,0
D23,DWP,drought,0,4.955,404.84,76.75,344.5,83,DROUGHT_INCUBATION,1,2017-08-04T17:00:00Z,2017-08-04T22:00:00Z,467.77,NA,0
D24,DWP,drought,0,4.78,307.07,78.85,340.5,84,DROUGHT_INCUBATION,8,2017-08-04T17:00:00Z,2017-08-04T22:00:00Z,372.42,NA,0
D25,DWP,drought,0,4.88,330.76,85.65,327.5,85,DROUGHT_INCUBATION,15,2017-08-04T17:00:00Z,2017-08-04T22:00:00Z,402.44,NA,0
D21,DWP,drought,0,4.755,431.48,88.15,331.5,86,DROUGHT_INCUBATION,3,2017-08-08T21:50:00Z,2017-08-09T17:13:00Z,503.91,NA,200
D22,DWP,drought,0,5.575,421.19,81.85,332.5,87,DROUGHT_INCUBATION,5,2017-08-08T21:50:00Z,2017-08-09T17:13:00Z,490.95,NA,200
D23,DWP,drought,0,4.955,404.84,76.75,344.5,88,DROUGHT_INCUBATION,1,2017-08-08T21:50:00Z,2017-08-09T17:13:00Z,467.67,NA,200
D24,DWP,drought,0,4.78,307.07,78.85,340.5,89,DROUGHT_INCUBATION,8,2017-08-08T21:50:00Z,2017-08-09T17:13:00Z,372.47,NA,200
D25,DWP,drought,0,4.88,330.76,85.65,327.5,90,DROUGHT_INCUBATION,15,2017-08-08T21:50:00Z,2017-08-09T17:13:00Z,402.47,NA,200
D21,DWP,drought,0,4.755,431.48,88.15,331.5,91,DROUGHT_INCUBATION,3,2017-08-10T15:31:00Z,2017-08-12T06:59:00Z,503.78,NA,243
D22,DWP,drought,0,5.575,421.19,81.85,332.5,92,DROUGHT_INCUBATION,5,2017-08-10T15:31:00Z,2017-08-12T06:59:00Z,489.83,NA,243
D23,DWP,drought,0,4.955,404.84,76.75,344.5,93,DROUGHT_INCUBATION,1,2017-08-10T15:31:00Z,2017-08-12T06:59:00Z,467.55,NA,243
D24,DWP,drought,0,4.78,307.07,78.85,340.5,94,DROUGHT_INCUBATION,8,2017-08-10T15:31:00Z,2017-08-12T06:59:00Z,372.37,NA,243
D25,DWP,drought,0,4.88,330.76,85.65,327.5,95,DROUGHT_INCUBATION,15,2017-08-10T15:31:00Z,2017-08-12T06:59:00Z,403.33,NA,243
D21,DWP,drought,0,4.755,431.48,88.15,331.5,96,DROUGHT_INCUBATION,3,2017-08-13T19:53:00Z,2017-08-14T00:30:00Z,503.69,NA,47
D22,DWP,drought,0,5.575,421.19,81.85,332.5,97,DROUGHT_INCUBATION,5,2017-08-13T19:53:00Z,2017-08-14T00:30:00Z,489.78,NA,47
D23,DWP,drought,0,4.955,404.84,76.75,344.5,98,DROUGHT_INCUBATION,1,2017-08-13T19:53:00Z,2017-08-14T00:30:00Z,467.42,NA,47
D24,DWP,drought,0,4.78,307.07,78.85,340.5,99,DROUGHT_INCUBATION,8,2017-08-13T19:53:00Z,2017-08-14T00:30:00Z,372.33,NA,47
D25,DWP,drought,0,4.88,330.76,85.65,327.5,100,DROUGHT_INCUBATION,15,2017-08-13T19:53:00Z,2017-08-14T00:30:00Z,403.23,NA,47
D21,DWP,drought,0,4.755,431.48,88.15,331.5,101,DROUGHT_INCUBATION,3,2017-08-16T22:00:00Z,2017-08-17T06:59:00Z,503.7,NA,93
D22,DWP,drought,0,5.575,421.19,81.85,332.5,102,DROUGHT_INCUBATION,5,2017-08-16T22:00:00Z,2017-08-17T06:59:00Z,489.77,NA,93
D23,DWP,drought,0,4.955,404.84,76.75,344.5,103,DROUGHT_INCUBATION,1,2017-08-16T22:00:00Z,2017-08-17T06:59:00Z,467.42,NA,93
D24,DWP,drought,0,4.78,307.07,78.85,340.5,104,DROUGHT_INCUBATION,8,2017-08-16T22:00:00Z,2017-08-17T06:59:00Z,372.33,NA,93
D21,DWP,drought,0,4.755,431.48,88.15,331.5,105,DROUGHT_INCUBATION,3,2017-08-18T19:15:00Z,2017-08-19T03:00:00Z,503.15,NA,80
D22,DWP,drought,0,5.575,421.19,81.85,332.5,106,DROUGHT_INCUBATION,5,2017-08-18T19:15:00Z,2017-08-19T03:00:00Z,489.64,NA,80
D23,DWP,drought,0,4.955,404.84,76.75,344.5,107,DROUGHT_INCUBATION,1,2017-08-18T19:15:00Z,2017-08-19T03:00:00Z,467.36,NA,80
D24,DWP,drought,0,4.78,307.07,78.85,340.5,108,DROUGHT_INCUBATION,8,2017-08-18T19:15:00Z,2017-08-19T03:00:00Z,372.3,NA,80
D25,DWP,drought,0,4.88,330.76,85.65,327.5,109,DROUGHT_INCUBATION,15,2017-08-18T19:15:00Z,2017-08-19T03:00:00Z,402.13,NA,80
D21,DWP,drought,0,4.755,431.48,88.15,331.5,110,DROUGHT_SATURATION,3,2017-08-23T17:00:00Z,2017-08-24T00:00:00Z,503.06,10,74
D22,DWP,drought,0,5.575,421.19,81.85,332.5,111,DROUGHT_SATURATION,5,2017-08-23T17:00:00Z,2017-08-24T00:00:00Z,489.64,10,74
D23,DWP,drought,0,4.955,404.84,76.75,344.5,112,DROUGHT_SATURATION,1,2017-08-23T17:00:00Z,2017-08-24T00:00:00Z,467.3,10,74
D24,DWP,drought,0,4.78,307.07,78.85,340.5,113,DROUGHT_SATURATION,8,2017-08-23T17:00:00Z,2017-08-24T00:00:00Z,372.28,10,74
D25,DWP,drought,0,4.88,330.76,85.65,327.5,114,DROUGHT_SATURATION,15,2017-08-23T17:00:00Z,2017-08-24T00:00:00Z,402.04,10,74
